product_name,product_review,similarity_score
3 Fonteinen J & J Oude Geuze Blauw,"Blind tasting: Amber gold. Ornate tiny-bubbled white head is rocky and extremely persistent. Mesmerizing nose of peaches and lactobacillus. Equally proportionate hints of clay, iron, horseblanket and musty minerals and oak. Vigorous swirls unveil an astonishingly lustrous fruitiness as well as some band-aid phenols. Fine carbonation massages the palate. Slickly bodied. Tongue-buckling acidity slowly yields to an explosively juicy, flavorsome and bright peach-fuzz acidity. Unbelievably polished from the get-go. Harsh phenols take a backseat to the supple fruitiness. Oak is clean and artfully restrained, allowing the dizzying array of nuances to fully bloom.  Oak tugs on the palate and dries things out, beautifully contrasting with the fruity esters which coat and gently embrace the tongue. Fusion of oak and hay-like malt is in perfect harmony as are the seamlessly interwoven slick fruitiness and cleansing dryness. Finishes with a gorgeous flash of acetic acid which is adorned with clean oak and bouncy notes of nutty and hay-like malt. World-class stuff all the way. Easily one of the most well-rounded and extravagant beers I’ve ever experienced. Thanks for sharing, cquiroga!",0.0
3 Fonteinen J & J Oude Geuze Blauw,"75 cL bottle. Pours hazy orange with a huge white head. Slight sweaty aroma, citric to acidic, calssic lambic yet more softened off. Very wellbalanced acidic flavour with a slight sweetness. Wow.",0.0
3 Fonteinen J & J Oude Geuze Blauw,(labelled as Drie Fonteinen Akkurats Gold Geuze 50/50) hazy orange colour. White fluffy head. Frresh aroma of hay and grapefruit. Grapefruit and lemon-peels in flavour with a strong barnyard character. Fruity dry finish of grapefruit and hay.,0.0
3 Fonteinen J & J Oude Geuze Blauw,"Hazy golden of color with a small white head. An sour aroma of barn, weak sweets, horse and dusty dry. A sour flavor with notes of  barn, horse, weak sweets, dry and vinegar.",0.1951800145897066
3 Fonteinen J & J Oude Geuze Blauw,"fucking wow. Thanks to JohnC for breaking this out at PPSAF. Tart, funky, orange tangerine zest sourness. Light zesty cheesy and sour.",0.1443375672974064
3 Fonteinen J & J Oude Geuze Blauw,"two bottles shared in june 2006, purchased from Heeren van Lindekerke 



Much more funk in the nose compared to the Roze... some rich, stinky cheese, and starchy sour cream.  Much more lively carbonation as well, very active on the tongue, peppy.  Creamy acidity, flavor is a little subdued (but I had allergies this day).  Rich and sweet tasting, with some really funky, cheese-like funky flavors of horseblanket, lemons, hay and wheat.  Aroma is amazingly rich and ""funked"", more so than any other gueuze I’ve had.  Really a different animal than most old gueuze, over-funked, over-cheesed, fresh and lively, simply amazing.




third sample from may 2010: chewy, fatty bile, soft and thick like dough.  pungent mold and pork fat bile... easily the best of the night up against roze, crianza helena, 07 3F and 06 hanssens.",0.05581455721859476
3 Fonteinen J & J Oude Geuze Blauw,Bottle thanks to MaltoMeal and shared for his 1000th rating at the May tasting Pours a cloudy orange with a small off white head that diminishes quickly. The aroma is fruit and ester and floral. Sour fruit flavor with citrus and a nice lingering tart finish. Really enjoyed this impressive Gueuze from 3 Fonteinen.,0.1980295085953348
3 Fonteinen J & J Oude Geuze Blauw,"Bottle courtesy of Brad at the first DC tasting of 2010 - thanks Brad!
Slightly cloudy straw colored with a large white fizzy head that clears quickly to reveal nice lacing.  Amazing carbonation for a 6+ year old brew.  Aroma of sour grapefruit, pepper, and moderate funk.  Flavor is musty, citrusy, dry and acidic.  Highly complex, and has the best body of any 3F I’ve tasted.  Superb.",0.08421519210665186
3 Fonteinen J & J Oude Geuze Blauw,"Poured a hazy golden color with a large white head that left nice lacing on the glass.  Aroma of brett, leather, funky cheese, horsey, and green apple.  Taste was bretty, with green apple, and lemon peel, and a sharp, sour finish which didn’t seem to come together as nicely as the Roze.  Thanks to Steve for sharing these!",0.09245003270420482
3 Fonteinen J & J Oude Geuze Blauw,"From a 750ml bottle at The Lion’s Pride - thanks Chris!  Pours a light bright golden colour with a significant pure white head.  Aromas of funky white grapes, pink peppercorns, citrus, and a pleasant earthiness.  The flavour is gueuze at its absolute best: more funky, clean white grapes, citrus, and an ethereal slightly earthy sour finish.  The balance and refinement achieved here are nothing short of spectacular.  This is as close to perfection as I have ever tasted.",0.30323921743156124
3 Fonteinen J & J Oude Geuze Blauw,"This beer is freakin’ elegant!  Great carbonation and head retention - this beer is still going strong.  Intense aroma of Meyer lemons and funk, but the funk plays second fiddle to the pure fruit character.  Glorious.",0.0
3 Fonteinen J & J Oude Geuze Blauw,Many thanks to Skyview for sharing!A spectacular sour funky nose on this one.  Gold with massive head.  Hay and horse crap in the best way possible.  Faint cheese in the incredibly sour body as well.  The yeast shot off one of these things must be incredible.,0.22222222222222218
3 Fonteinen J & J Oude Geuze Blauw,"A: The pour is orange/amber in color with a towering white head and a staggering level of carbonation.

S: Seems to be a bit more composed than the Roos. Lots of wet oak, hay, lemon, green apple, and grass. There’s a nice acidity to the nose along with plenty of ""green"" funk.

T: The lemon, green apple, and lactic acidity is more pronounced on the palate than the nose lets on. Plenty of must, oak, along with hay and grass. A definite funkiness that I would put under the ""barnyard"" umbrella.

M: The body is medium with a high level of carbonation and a bone dry finish.

D: Again, the better of the two (Roos and Blauw), but one that I wish I had a bit more frame of reference on (meaning, I wish I’d tried them when they were younger). Still, a really great gueuze.",0.0
3 Fonteinen J & J Oude Geuze Blauw,"Bottle. Cloudy golden colour with a little head. Sour and acid aroma, also flavour of sourness and acidity. hard to drink much of this sour beer, but very tasty endeed.",0.25819888974716115
3 Fonteinen J & J Oude Geuze Blauw,"Bottled sample, consumed at De Heeren van Liedekercke. Tarnished gold in colour with very strong carbonation. Loads of leathery barnyard funk, sharp fragrant lemon, and earthy old wood on the nose. The funk and citrus dominate the palate with a spicy exotic wood note coming through on the finish. Delicate body, but full of flavour and acidic zip. A very special beer.",0.17609018126512468
3 Fonteinen J & J Oude Geuze Blauw,"Bottle @ Heeren Liederkerke. Pours a slight hazy orange amber beer with a big creamy white head on top. Aroma is great, grainy, hay, barnyard, cheese, dank cellar funk, codwebs. Flavor is very smooth and tart. Medium sour funk going on here, great dry, woody presences in there as well and an awesome balance. Acetate
Aftertaste is medium tart, dry finish. Great stuff.",0.07580980435789031
3 Fonteinen J & J Oude Geuze Blauw,"Drank next to the ’02 Vintage. Cork blasted off but there was only the smallest amount lost before pouring a rich gold body with large, unshakable fluffy white head. “Funk” is a vague word, but it best describes perhaps the most complex nose I’ve sniffed in a geuze, the first 6-7 swirls each giving a new element: mushroom, earth, leaves and grass, lemon, lime, leather. The flavor keeps this up, trading element after element in a funky earth way that never compromises yet never breaks from the balance. Like Mingus leading a 10-piece band, this is at once chaotic and sublime while simultaneously tight as all hell and brooding like sin. The massive funk rules out any easy fruit acidity or pale malt as havens to run for when expecting a traditional lambic. By my experience, this is geuze at its most hardcore and earthy. I could imagine studying this one for a lifetime, that is if I could get another bottle.",0.058621038176054935
3 Fonteinen J & J Oude Geuze Blauw,"75cl, as J&J Oude Gueuze (blue label), retired exclusive brew, from De Heeren van Liedekercke Denderleeuw, complex sour brew, sour/woody and slightly fruity, very balanced, cloudy, rocky head, very good brew, yet very expensive!",0.1980295085953348
3 Fonteinen J & J Oude Geuze Blauw,"2007 PP SAF Bottle brought by JohnC, many thanks! : Cloudy golden hue with a fluffy head and spotty lace. The aroma is wonderfully funky and herbal with sour apple and tangerine esters, catty and oaky vapours as well. The taste displays tart fruit, chewy yeast, earthy herbal pungent notes with woody and light spice finish. The mouth feel is sprite, lively and quite refreshing with a dry finish. A ROCKING BREW that is not overpowering like some other guezes. Surprisingly ""balanced"" and even Tomme dug it! Thanks again John!!",0.14433756729740638
3 Fonteinen J & J Oude Geuze Blauw,"Bottle at Ryan’s. Huge courtesy of Ryan! Damn Dad! Pours a light Amber body with huge thick creamy white head. Aroma is rich earthy yeast, aged goida cheese, sour fruit, old dust and basement. Incredibly subtle but nearly perfect; notes of aged cheese, sour fruit, tart character, dusty basement - essentially a perfect blend of gueuze. Incredible.",0.22176638128637177
3 Fonteinen J & J Oude Geuze Blauw,"PP Strong Ale Fest 07.  Bottle, 6-9-2003 from JohnC, thanks so much for this killer killer killer treat.  Pours orange with a gold 1 finger tan head.  Nose is subtle but incredible, sour, tart, and all around killer.  Taste is sour, tart and super complext, stays in the mouth, no intense throat burn here.  Likely best Gueze I’ve ever had, I’ll echo Mike (eyedrinkale) Fucking WOW.  John you rock!",0.14547859349066158
3 Fonteinen J & J Oude Geuze Blauw,"Bottle at De Heeren van Liedekercke. 75cl. Hazy unclear orange with a large fluffy white head. Dusty, brett, vague vinegar. Sour aroma. Soft and full bodied. A bit more rough/sour than the roze. Lively carbonation. Super dry, fruity, tart, refreshing and crisp. Lovely lambic. Re-rate: Bottle @ Too many geuze’s only one toilet, Ulfborg 2012.  Manuer, funk and barnyard. Super crisp and dry. Dammn. 4,3 - 4,4.",0.15294382258037448
3 Fonteinen J & J Oude Geuze Blauw,"Bottle shared at the Moeder Lambic cellar session 2015. provided by bart. thanks again! poured an beautiful hazy dark golden colour with a medium seized white head. the smell has a awesome blended mixture of citrus, lemon zest, funk, barnyard, wet wood, and some spiced yeast, wich could be from the girardin. it’s sounds so easy. but this was by far the best smelling lambic that has made it into my nose! taste has again that real citrussy character, with old dusty grains, wood, tart funk, some spiced peppery yeast. that typical ""horseblanket"" kind of feeling, just so so good blended and age to perfection. smooth as silk with a perfect acid sour finish. just the perfect geuze! so so lovely",0.1217161238900369
3 Fonteinen J & J Oude Geuze Blauw,"Bottle at Mikkeller Bar. My jaw totally dropped upon seeing the bottle. Hazy amber liquid with huge off-white head. Aroma is nicely funky and sour with notes of funk, apples, funk, wheat, funk, lemons, barnyard and sweat. Extremely well balanced with huge amounts of funk. Best lambic aroma I’ve ever experienced. Taste is dry and medium sour with notes of apples and lemons. Also very balanced and super drinkable even though it has a nice sourness. Medium bodied with high carbonation and really thirst quenching mouthfeel. This beer is just a perfect as a gueuze could be. Totally worth the hype, 100 times over.",0.11664236870396086
3 Fonteinen J & J Oude Geuze Blauw,"Birthday Beer #2. 750mL bottle split with artusory, courtesy of fonefan. Thanks, Jan!  Pours a hazy, effervescent orangish-golden color; sturdy off-white head with great retention and lacing that stays affixed to the sides of the glass.  Relaxed, oak-tinged sourness in the aroma; horseblanket and funk, with a chewy citrus presence holding things together; grapefruit and hints of vanilla.    Lively, champagne-like carbonation in a medium-to-full mouthfeel; not fizzy, but textured and very alive on the palate; excellent, mouthwatering acidity; citrus, toasty oak, and cobwebby funk; much lighter acidity and toned-down citrus presence compared to the Roze, and softer on the palate overall; generous, intense funk with a dense tangerine (thanks, Ryan) fruit character.  Just an amazing gueuze.  Lengthy, cobwebby and mildly tart fruit finish; slightly dusty.",0.16151457061744967
3 Fonteinen J & J Oude Geuze Blauw,"Sample (about 6 ounces) at De Heeren van Liedekerke for about 3 euro (yep!). Pours a cloudy copper color with a huge white head. The aroma is sour barrels, huge wood, yeast. The flavor is wonderful; a tart acidic attack is fought off by oak and dry yeast. Some fruity and somehow lots of all the flavors. Wonderful. A treat. A vibrant palate.",0.08908708063747475
3 Fonteinen J & J Oude Geuze Blauw,"Glorious.
Gold, maybe a hint of cloudiness.  Head is as dense as would be expected on a Heife - looks like it should be atop an ice cream float.  Nose is lemon, dusty green apple, mustyness I haven’t gotten from a geuze in a long time.  Flavor is a sublime combination of bitterness, acidity & sweetness.  Lemon pits, pepperiness.  Some malt that in no way invades on the acid.  Wood.  Probably the most drinkable geuze I’ve never had.",0.0
3 Fonteinen J & J Oude Geuze Blauw,"Bottle@home. The bottle looks really great, the beer in the glass also. Starts complex-sourish with woody notes, not too intense. Strong, modest dry in the background. Sourish taste turns almost spicy in the finish. Very well balanced, great warming aftertaste. A masterpiece!",0.0
3 Fonteinen J & J Oude Geuze Blauw,"Bottle thanks to mes, i havnt rated in a week i feel like a total amature here, however io am now sitting with the worst hangover ever(thanks to stone brewers getting me totally ruined on cask iipa) however this is rating 3000!!! I was soo taen back by this beer i didnt infact rate it by words. However it is possibly the most awsome gueuze ever only misses perfection by over carbonation.",0.0
3 Fonteinen J & J Oude Geuze Blauw,"Bottled. Hazy orange colour, big creamy white head. Aroma is big sourness and earth along with some wooden hints. Flavour is very sour along with wooden hints. Big sourness in aftertaste. Really pleasant and lovely thing.",0.09491579957524988
3 Fonteinen J & J Oude Geuze Blauw,"Had a pour at 2010 DC tasting, thanks Brad!   Cloudy amber pour with a thin head.  Smells of sour, peppery yeast.  Tastes like herbs, grapefruit peel, is sour with light acidity and citrus finish.  Incredibly smooth.  By far the best Gueuze I’ve had, so complex and balanced.",0.2886751345948128
3 Fonteinen J & J Oude Geuze Blauw,"Bottle @ THE Sour and Saison Tasting. The pour’s deep, hazy gold with a massive white head. Lively indeed. The nose is sharp lemon peel, sweaty sock, dank basement and a bit of dusty cork. Very earthy, musty aromas. The taste is more musty dust and buggy wood. Some light sweet lactic lemon cake. Barnyard yeastiness, hints of meaty grapefruit and lemon pith. A bit of cheddar cheese. Soft, complex flavors. Wonderful, but the taste is a bit muted and lacks some of the vitality I was expecting. Smooth and very drinkable. Active carbonation on the palate. Overall, a very pleasant experience. This bottle felt like it was starting its decline. Still, very good.",0.12309149097933271
3 Fonteinen J & J Oude Geuze Blauw,"Bottle, bottled on 6 May 2003, enjoyed at De Heeren van Liedekercke. Pours cloudy amber with a surprisingly thick (for a geuze) yellow head. Intensively acidic and woody nose. Oak is noticeable among the lemony lambik aromas. Complex woody and lemony flavours. The wood stays all the way, blending perfectly with the lemons flavours. Acidic dryness that make you cry out for another glass. Medium body, good carbonation. Near perfection as expected when De Heeren van Liedekercke teams up with Drie Fonteinen.",0.0
3 Fonteinen J & J Oude Geuze Blauw,"- The cork pops out loudly and we were are a little surprised by the bottle gushing. This beer is almost 7 years old and still has plenty of carbonation. Pours copper gold with a pillowy white head that leaves a web and decent lacing.

S - Blauw brings the funk, a soaking wet horse rolling on a blue cheese blanket in a barn. The citric aroma of lemon peel is there with a light oak.

T - A perfect balance is what describes the taste. Not as funky as the nose, nice lemon, oak, white grapes, with a tannic finish.

M/D - high carbonation, tannic dry finish, with decent acidity that does not wear on the palate. The only reason I stopped sipping on this beer was to enjoy the assortment of funky cheeses.

A beautiful blend of lambics that has easily stood up to 7 years, and my favorite gueuze to date.",0.0
3 Fonteinen J & J Oude Geuze Blauw,"[Bottle] shared with tytoanderso with a HUGE thanks to yespr! Pours a hazy gold with a massive khaki head. Aroma has tons of barnyard and brett, loads of lactic acid, as it warms, tons of bitter grapefruit peel come forward. Really a rich and full aroma with a surprising amount of sweetness still evident. Flavor is quite tart and sour, but not nearly the most sour I’ve had. Somehow the beer manages to be dry and sweet at the same time. The flavor has lots of bitter grapefruit peel, various citric fruit rinds, funk, and lots of other citric juciness. Full mouthfeel and surprisingly smooth and creamy. The yeast pour doesn’t change the beer a whole lot other than to add a little more citrus to the nose and a little more creaminess to the mouthfeel. Very nice beer and I’m happy to be able to check this white whale off my list. Thanks again yespr!",0.16081688022566923
3 Fonteinen J & J Oude Geuze Blauw,"bottle and a huge thanks to the cheeseman for this:
pours a golden colour very lively white head and plenty of carbonation. aroam of intense sour a hint of alcohol type thing. very fresh and sour crabapples and some fresh granny smith apple. the only sweetness is very lite and honey like. flavour is equally intense sour, the crabapple fruit that seems very fresh also some fresh regularapple appears . finishes incredibly dry and pungent. yeah i love this beer!",0.21160368475757946
3 Fonteinen J & J Oude Geuze Blauw,"From notes. Hazy yellow/gold, small white head. Intense gueuze- barn funk, citrus like acids, more mild acetic notes, earth, subtle menthol, plenty of tartness. Medium body, sparkling, very dry. Awesome lambic.",0.10540925533894596
3 Fonteinen J & J Oude Geuze Blauw,"Bottle 750ml. [2003]. Thx David.
Pours hazy golden with high off-white head. Lots of lacing, lingering very long. Aroma is of barnyard, funk, acid, bretts, fruits. Taste is of barnyard, funk, bretts, sourness, acid, citrus. Palate: Nice texture, very fine. Somewhat ligth body, caressing the tongue. Overall: Very good beer. Well balanced, not too heavy on sourness nor acidity. Classy Geuze, all in finesse. Outstanding.",0.07580980435789031
3 Fonteinen J & J Oude Geuze Blauw,"Bottle thanks to maltomeal for his 1,000th rating-great choice! Hazy light gold with a white head.  Nose is super fragrant of lemons, fruitiness, and tartness. Taste is extremely complex, very earthy, with citrus and lemon. Hugely carbonated and just a bit sticky. Immensely complex and satisfying. Great beer.",0.18731716231633877
3 Fonteinen J & J Oude Geuze Blauw,"75cl bottle courtesy of ygtbsm94.   Hazy gold with a huge white head.   Huge aroma, with razor sharp cheese, dust, and biting acidity.   Hugely sour in a grapefruit juice way, almost crossing into peel-bitter character; sharp yoghurt acidity as well.   Medium-light bodied with ample, spritzy carbonation.   The aroma was almost to sharp, but the flavor and finish were amazing on this one.   A burly gueuze that I really enjoyed.",0.07715167498104594
3 Fonteinen J & J Oude Geuze Blauw,"750ml bottle shared at RBWG/ Nose is Sour sugar, sweetness, herbal, sourpatch kids candy...Taste is Funky tartness and sour, wet socks, tangy, white grape, faint wet wood...Palate is puckering, just how i like it..Wow",0.2010075630518424
